State,Year,Value,Metric
MD,1964,806747.0,Total Consumption
MD,1965,840691.0,Total Consumption
MD,1966,880371.0,Total Consumption
MD,1967,892165.0,Total Consumption
MD,1968,945236.0,Total Consumption
MD,1969,996742.0,Total Consumption
MD,1970,1039496.0,Total Consumption
MD,1971,1073435.0,Total Consumption
MD,1972,1092444.0,Total Consumption
MD,1973,1183548.0,Total Consumption
MD,1974,1089368.0,Total Consumption
MD,1975,1036139.0,Total Consumption
MD,1976,1115751.0,Total Consumption
MD,1977,1104355.0,Total Consumption
MD,1978,1122939.0,Total Consumption
MD,1979,1187270.0,Total Consumption
MD,1980,1124055.0,Total Consumption
MD,1981,1109788.0,Total Consumption
MD,1982,1064981.0,Total Consumption
MD,1983,1079271.0,Total Consumption
MD,1984,1153479.0,Total Consumption
MD,1985,1125401.0,Total Consumption
MD,1986,1144837.0,Total Consumption
MD,1987,1215720.0,Total Consumption
MD,1988,1258601.0,Total Consumption
MD,1989,1283006.0,Total Consumption
MD,1990,1251922.0,Total Consumption
MD,1991,1256583.0,Total Consumption
MD,1992,1246381.0,Total Consumption
MD,1993,1298604.0,Total Consumption
MD,1994,1304324.0,Total Consumption
MD,1995,1324983.0,Total Consumption
MD,1996,1348704.0,Total Consumption
MD,1997,1360692.0,Total Consumption
MD,1998,1367319.0,Total Consumption
MD,1999,1407012.0,Total Consumption
MD,2000,1443517.0,Total Consumption
MD,2001,1438122.0,Total Consumption
MD,2002,1514196.0,Total Consumption
MD,2003,1560860.0,Total Consumption
MD,2004,1544267.0,Total Consumption
MD,2005,1576776.0,Total Consumption
MD,2006,1460946.0,Total Consumption
MD,2007,1486507.0,Total Consumption
MD,2008,1443383.0,Total Consumption
MD,2009,1431461.0,Total Consumption
MD,2010,1462876.0,Total Consumption
MD,2011,1396047.0,Total Consumption
MD,2012,1358205.0,Total Consumption
MD,2013,1379424.0,Total Consumption
MD,2014,1391056.0,Total Consumption
MD,2015,1388386.0,Total Consumption
MD,2016,1346485.0,Total Consumption
MD,2017,1297897.0,Total Consumption
MD,2018,1342915.0,Total Consumption
MD,2019,1312030.0,Total Consumption
MD,2020,1164320.0,Total Consumption
MD,2021,1220620.0,Total Consumption
MD,2022,1207838.0,Total Consumption
MD,2023,1187258.0,Total Consumption
MD,2024,1201574.0,Total Consumption
MD,1997,237589.2,Real GDP
MD,1998,248662.9,Real GDP
MD,1999,258913.4,Real GDP
MD,2000,269301.2,Real GDP
MD,2001,281053.6,Real GDP
MD,2002,290400.3,Real GDP
MD,2003,297690.6,Real GDP
MD,2004,311504.8,Real GDP
MD,2005,325644.5,Real GDP
MD,2006,329874.0,Real GDP
MD,2007,331763.5,Real GDP
MD,2008,338165.4,Real GDP
MD,2009,336285.8,Real GDP
MD,2010,352622.9,Real GDP
MD,2011,360155.9,Real GDP
MD,2012,361561.8,Real GDP
MD,2013,364633.2,Real GDP
MD,2014,370343.9,Real GDP
MD,2015,378745.9,Real GDP
MD,2016,391950.9,Real GDP
MD,2017,399714.5,Real GDP
MD,2018,402480.9,Real GDP
MD,2019,402506.2,Real GDP
MD,2020,389178.6,Real GDP
MD,2021,407160.1,Real GDP
MD,2022,412670.7,Real GDP
MD,2023,420558.0,Real GDP
MD,2024,433105.9,Real GDP
MD,1997,5.73,Energy per GDP
MD,1998,5.5,Energy per GDP
MD,1999,5.43,Energy per GDP
MD,2000,5.36,Energy per GDP
MD,2001,5.12,Energy per GDP
MD,2002,5.21,Energy per GDP
MD,2003,5.24,Energy per GDP
MD,2004,4.96,Energy per GDP
MD,2005,4.84,Energy per GDP
MD,2006,4.43,Energy per GDP
MD,2007,4.48,Energy per GDP
MD,2008,4.27,Energy per GDP
MD,2009,4.26,Energy per GDP
MD,2010,4.15,Energy per GDP
MD,2011,3.88,Energy per GDP
MD,2012,3.76,Energy per GDP
MD,2013,3.78,Energy per GDP
MD,2014,3.76,Energy per GDP
MD,2015,3.67,Energy per GDP
MD,2016,3.44,Energy per GDP
MD,2017,3.25,Energy per GDP
MD,2018,3.34,Energy per GDP
MD,2019,3.26,Energy per GDP
MD,2020,2.99,Energy per GDP
MD,2021,3.0,Energy per GDP
MD,2022,2.93,Energy per GDP
MD,2023,2.82,Energy per GDP
MD,2024,2.77,Energy per GDP
MD,1970,387.3,Expenditure - Residential
MD,1971,427.7,Expenditure - Residential
MD,1972,457.1,Expenditure - Residential
MD,1973,517.4,Expenditure - Residential
MD,1974,644.7,Expenditure - Residential
MD,1975,752.8,Expenditure - Residential
MD,1976,812.9,Expenditure - Residential
MD,1977,904.5,Expenditure - Residential
MD,1978,1023.2,Expenditure - Residential
MD,1979,1173.5,Expenditure - Residential
MD,1980,1462.9,Expenditure - Residential
MD,1981,1595.2,Expenditure - Residential
MD,1982,1713.2,Expenditure - Residential
MD,1983,1822.9,Expenditure - Residential
MD,1984,1978.4,Expenditure - Residential
MD,1985,1920.2,Expenditure - Residential
MD,1986,1925.6,Expenditure - Residential
MD,1987,1958.5,Expenditure - Residential
MD,1988,2020.0,Expenditure - Residential
MD,1989,2116.1,Expenditure - Residential
MD,1990,2124.5,Expenditure - Residential
MD,1991,2335.3,Expenditure - Residential
MD,1992,2361.9,Expenditure - Residential
MD,1993,2641.0,Expenditure - Residential
MD,1994,2666.6,Expenditure - Residential
MD,1995,2684.8,Expenditure - Residential
MD,1996,2942.0,Expenditure - Residential
MD,1997,2832.7,Expenditure - Residential
MD,1998,2730.7,Expenditure - Residential
MD,1999,2872.1,Expenditure - Residential
MD,2000,3129.4,Expenditure - Residential
MD,2001,3095.6,Expenditure - Residential
MD,2002,3079.7,Expenditure - Residential
MD,2003,3500.9,Expenditure - Residential
MD,2004,3719.3,Expenditure - Residential
MD,2005,4266.3,Expenditure - Residential
MD,2006,4339.6,Expenditure - Residential
MD,2007,5225.4,Expenditure - Residential
MD,2008,5809.4,Expenditure - Residential
MD,2009,5797.5,Expenditure - Residential
MD,2010,5944.4,Expenditure - Residential
MD,2011,5322.0,Expenditure - Residential
MD,2012,4920.9,Expenditure - Residential
MD,2013,5358.3,Expenditure - Residential
MD,2014,5741.1,Expenditure - Residential
MD,2015,5413.2,Expenditure - Residential
MD,2016,5157.0,Expenditure - Residential
MD,2017,5037.9,Expenditure - Residential
MD,2018,5330.5,Expenditure - Residential
MD,2019,5103.0,Expenditure - Residential
MD,2020,4978.1,Expenditure - Residential
MD,2021,5340.8,Expenditure - Residential
MD,2022,6196.7,Expenditure - Residential
MD,2023,6204.1,Expenditure - Residential
MD,2024,6650.0,Expenditure - Residential
MD,1970,205.7,Expenditure - Commercial
MD,1971,239.0,Expenditure - Commercial
MD,1972,264.1,Expenditure - Commercial
MD,1973,301.5,Expenditure - Commercial
MD,1974,416.9,Expenditure - Commercial
MD,1975,483.5,Expenditure - Commercial
MD,1976,544.5,Expenditure - Commercial
MD,1977,611.2,Expenditure - Commercial
MD,1978,664.7,Expenditure - Commercial
MD,1979,748.0,Expenditure - Commercial
MD,1980,853.0,Expenditure - Commercial
MD,1981,920.3,Expenditure - Commercial
MD,1982,1020.1,Expenditure - Commercial
MD,1983,1110.8,Expenditure - Commercial
MD,1984,1020.1,Expenditure - Commercial
MD,1985,995.2,Expenditure - Commercial
MD,1986,980.1,Expenditure - Commercial
MD,1987,986.8,Expenditure - Commercial
MD,1988,975.8,Expenditure - Commercial
MD,1989,973.1,Expenditure - Commercial
MD,1990,1006.1,Expenditure - Commercial
MD,1991,1107.6,Expenditure - Commercial
MD,1992,1157.7,Expenditure - Commercial
MD,1993,1225.0,Expenditure - Commercial
MD,1994,1373.3,Expenditure - Commercial
MD,1995,2011.8,Expenditure - Commercial
MD,1996,2060.0,Expenditure - Commercial
MD,1997,2108.9,Expenditure - Commercial
MD,1998,2196.9,Expenditure - Commercial
MD,1999,2263.6,Expenditure - Commercial
MD,2000,2374.4,Expenditure - Commercial
MD,2001,2500.2,Expenditure - Commercial
MD,2002,1977.2,Expenditure - Commercial
MD,2003,1924.4,Expenditure - Commercial
MD,2004,2141.3,Expenditure - Commercial
MD,2005,2658.3,Expenditure - Commercial
MD,2006,4215.3,Expenditure - Commercial
MD,2007,4606.8,Expenditure - Commercial
MD,2008,5022.3,Expenditure - Commercial
MD,2009,4542.4,Expenditure - Commercial
MD,2010,4536.2,Expenditure - Commercial
MD,2011,4470.0,Expenditure - Commercial
MD,2012,4067.7,Expenditure - Commercial
MD,2013,4193.9,Expenditure - Commercial
MD,2014,4431.8,Expenditure - Commercial
MD,2015,4309.3,Expenditure - Commercial
MD,2016,4161.9,Expenditure - Commercial
MD,2017,4162.5,Expenditure - Commercial
MD,2018,4209.0,Expenditure - Commercial
MD,2019,4031.7,Expenditure - Commercial
MD,2020,3575.5,Expenditure - Commercial
MD,2021,4034.0,Expenditure - Commercial
MD,2022,5160.4,Expenditure - Commercial
MD,2023,4902.5,Expenditure - Commercial
MD,2024,4915.1,Expenditure - Commercial
MD,1970,304.8,Expenditure - Industrial
MD,1971,368.8,Expenditure - Industrial
MD,1972,377.6,Expenditure - Industrial
MD,1973,470.0,Expenditure - Industrial
MD,1974,721.9,Expenditure - Industrial
MD,1975,748.4,Expenditure - Industrial
MD,1976,866.2,Expenditure - Industrial
MD,1977,876.7,Expenditure - Industrial
MD,1978,989.1,Expenditure - Industrial
MD,1979,1188.0,Expenditure - Industrial
MD,1980,1313.8,Expenditure - Industrial
MD,1981,1486.1,Expenditure - Industrial
MD,1982,1433.3,Expenditure - Industrial
MD,1983,1501.1,Expenditure - Industrial
MD,1984,1745.4,Expenditure - Industrial
MD,1985,1646.3,Expenditure - Industrial
MD,1986,1578.8,Expenditure - Industrial
MD,1987,1559.2,Expenditure - Industrial
MD,1988,1505.2,Expenditure - Industrial
MD,1989,1731.1,Expenditure - Industrial
MD,1990,1754.0,Expenditure - Industrial
MD,1991,1600.0,Expenditure - Industrial
MD,1992,1545.6,Expenditure - Industrial
MD,1993,1615.3,Expenditure - Industrial
MD,1994,1541.1,Expenditure - Industrial
MD,1995,910.8,Expenditure - Industrial
MD,1996,1056.5,Expenditure - Industrial
MD,1997,1034.7,Expenditure - Industrial
MD,1998,989.7,Expenditure - Industrial
MD,1999,997.6,Expenditure - Industrial
MD,2000,1196.1,Expenditure - Industrial
MD,2001,1170.7,Expenditure - Industrial
MD,2002,1508.1,Expenditure - Industrial
MD,2003,2060.5,Expenditure - Industrial
MD,2004,2086.2,Expenditure - Industrial
MD,2005,2541.1,Expenditure - Industrial
MD,2006,1615.0,Expenditure - Industrial
MD,2007,1663.6,Expenditure - Industrial
MD,2008,1968.8,Expenditure - Industrial
MD,2009,1405.7,Expenditure - Industrial
MD,2010,1355.6,Expenditure - Industrial
MD,2011,1445.4,Expenditure - Industrial
MD,2012,1278.5,Expenditure - Industrial
MD,2013,1198.6,Expenditure - Industrial
MD,2014,1323.2,Expenditure - Industrial
MD,2015,1108.5,Expenditure - Industrial
MD,2016,948.9,Expenditure - Industrial
MD,2017,1045.1,Expenditure - Industrial
MD,2018,1057.5,Expenditure - Industrial
MD,2019,1036.7,Expenditure - Industrial
MD,2020,872.9,Expenditure - Industrial
MD,2021,1038.7,Expenditure - Industrial
MD,2022,1355.4,Expenditure - Industrial
MD,2023,1224.9,Expenditure - Industrial
MD,2024,1144.1,Expenditure - Industrial
MD,1970,623.7,Expenditure - Transportation
MD,1971,657.8,Expenditure - Transportation
MD,1972,727.6,Expenditure - Transportation
MD,1973,802.7,Expenditure - Transportation
MD,1974,1164.9,Expenditure - Transportation
MD,1975,1270.4,Expenditure - Transportation
MD,1976,1372.1,Expenditure - Transportation
MD,1977,1518.8,Expenditure - Transportation
MD,1978,1560.7,Expenditure - Transportation
MD,1979,1999.8,Expenditure - Transportation
MD,1980,2806.8,Expenditure - Transportation
MD,1981,3207.2,Expenditure - Transportation
MD,1982,2926.9,Expenditure - Transportation
MD,1983,2686.3,Expenditure - Transportation
MD,1984,2648.2,Expenditure - Transportation
MD,1985,2839.5,Expenditure - Transportation
MD,1986,2301.3,Expenditure - Transportation
MD,1987,2539.2,Expenditure - Transportation
MD,1988,2739.6,Expenditure - Transportation
MD,1989,3039.0,Expenditure - Transportation
MD,1990,3160.8,Expenditure - Transportation
MD,1991,3076.5,Expenditure - Transportation
MD,1992,3176.2,Expenditure - Transportation
MD,1993,3169.7,Expenditure - Transportation
MD,1994,3233.8,Expenditure - Transportation
MD,1995,3347.6,Expenditure - Transportation
MD,1996,3606.0,Expenditure - Transportation
MD,1997,3640.3,Expenditure - Transportation
MD,1998,3260.6,Expenditure - Transportation
MD,1999,3661.7,Expenditure - Transportation
MD,2000,4558.4,Expenditure - Transportation
MD,2001,4454.7,Expenditure - Transportation
MD,2002,4221.1,Expenditure - Transportation
MD,2003,4972.2,Expenditure - Transportation
MD,2004,6166.6,Expenditure - Transportation
MD,2005,7963.3,Expenditure - Transportation
MD,2006,9233.4,Expenditure - Transportation
MD,2007,9805.0,Expenditure - Transportation
MD,2008,11370.0,Expenditure - Transportation
MD,2009,8392.8,Expenditure - Transportation
MD,2010,9922.1,Expenditure - Transportation
MD,2011,12337.6,Expenditure - Transportation
MD,2012,12728.0,Expenditure - Transportation
MD,2013,12599.4,Expenditure - Transportation
MD,2014,12025.7,Expenditure - Transportation
MD,2015,8906.3,Expenditure - Transportation
MD,2016,7659.7,Expenditure - Transportation
MD,2017,8724.3,Expenditure - Transportation
MD,2018,9820.3,Expenditure - Transportation
MD,2019,9345.4,Expenditure - Transportation
MD,2020,6542.2,Expenditure - Transportation
MD,2021,9419.9,Expenditure - Transportation
MD,2022,12111.1,Expenditure - Transportation
MD,2023,11464.7,Expenditure - Transportation
MD,2024,10358.7,Expenditure - Transportation
MD,1970,1521.5,Expenditure - Total
MD,1971,1693.3,Expenditure - Total
MD,1972,1826.3,Expenditure - Total
MD,1973,2091.6,Expenditure - Total
MD,1974,2948.3,Expenditure - Total
MD,1975,3255.0,Expenditure - Total
MD,1976,3595.7,Expenditure - Total
MD,1977,3911.1,Expenditure - Total
MD,1978,4237.6,Expenditure - Total
MD,1979,5109.3,Expenditure - Total
MD,1980,6436.6,Expenditure - Total
MD,1981,7208.8,Expenditure - Total
MD,1982,7093.5,Expenditure - Total
MD,1983,7121.0,Expenditure - Total
MD,1984,7392.0,Expenditure - Total
MD,1985,7401.3,Expenditure - Total
MD,1986,6785.8,Expenditure - Total
MD,1987,7043.7,Expenditure - Total
MD,1988,7240.6,Expenditure - Total
MD,1989,7859.3,Expenditure - Total
MD,1990,8045.4,Expenditure - Total
MD,1991,8119.4,Expenditure - Total
MD,1992,8241.4,Expenditure - Total
MD,1993,8651.0,Expenditure - Total
MD,1994,8814.8,Expenditure - Total
MD,1995,8955.1,Expenditure - Total
MD,1996,9664.6,Expenditure - Total
MD,1997,9616.6,Expenditure - Total
MD,1998,9178.0,Expenditure - Total
MD,1999,9794.9,Expenditure - Total
MD,2000,11258.3,Expenditure - Total
MD,2001,11221.2,Expenditure - Total
MD,2002,10786.1,Expenditure - Total
MD,2003,12458.1,Expenditure - Total
MD,2004,14113.4,Expenditure - Total
MD,2005,17428.9,Expenditure - Total
MD,2006,19403.3,Expenditure - Total
MD,2007,21300.8,Expenditure - Total
MD,2008,24170.5,Expenditure - Total
MD,2009,20138.4,Expenditure - Total
MD,2010,21758.2,Expenditure - Total
MD,2011,23575.0,Expenditure - Total
MD,2012,22995.1,Expenditure - Total
MD,2013,23350.2,Expenditure - Total
MD,2014,23521.7,Expenditure - Total
MD,2015,19737.2,Expenditure - Total
MD,2016,17927.4,Expenditure - Total
MD,2017,18969.8,Expenditure - Total
MD,2018,20417.3,Expenditure - Total
MD,2019,19516.8,Expenditure - Total
MD,2020,15968.7,Expenditure - Total
MD,2021,19833.4,Expenditure - Total
MD,2022,24823.6,Expenditure - Total
MD,2023,23796.2,Expenditure - Total
MD,2024,23067.9,Expenditure - Total
